"lowAge","highAge","isSmiling","eyeGlasses","sunGlasses","gender","beard","mustache","eyesOpen","mouthOpen","roll","pitch","yaw","id","url","emotions"
35,52,false,true,false,"Male",false,false,true,false,-4.567595481872559,-20.12626075744629,-36.72929382324219,"4f038d1b-b2e8-479b-8681-85b523afa5b0","https://s3.amazonaws.com/face-angle-images/4f038d1b-b2e8-479b-8681-85b523afa5b0.jpg","|CALM"
17,27,false,true,true,"Male",false,false,true,false,-5.101105690002441,31.15991973876953,40.24099349975586,"78c6c4cd-0e7d-4a54-8fc1-b8f3b74b6460","https://s3.amazonaws.com/face-angle-images/78c6c4cd-0e7d-4a54-8fc1-b8f3b74b6460.jpg","|CALM"
10,15,false,false,false,"Male",false,false,true,false,3.7525742053985596,33.93205261230469,47.9975471496582,"19b4caa2-9ec6-4fb6-8b8e-fb21e147f3db","https://s3.amazonaws.com/face-angle-images/19b4caa2-9ec6-4fb6-8b8e-fb21e147f3db.jpg",""
20,38,false,false,false,"Male",false,false,true,false,3.7247297763824463,40.87579345703125,53.18938446044922,"37dc8f64-bd6c-419f-bbe9-26f117bfcd7d","https://s3.amazonaws.com/face-angle-images/37dc8f64-bd6c-419f-bbe9-26f117bfcd7d.jpg",""
4,9,false,false,false,"Male",false,false,true,false,-0.906161904335022,37.2725715637207,46.141082763671875,"0f3ad66b-4da0-4692-8fae-826d51efc0d5","https://s3.amazonaws.com/face-angle-images/0f3ad66b-4da0-4692-8fae-826d51efc0d5.jpg",""
20,38,false,false,false,"Male",false,false,true,true,-4.543763160705566,29.28708839416504,12.43600845336914,"4204dbb0-f67c-4714-ab6b-68ca66a246f6","https://s3.amazonaws.com/face-angle-images/4204dbb0-f67c-4714-ab6b-68ca66a246f6.jpg",""
23,38,false,false,false,"Male",false,false,true,false,-4.439087390899658,32.47736358642578,-5.388913631439209,"852468f7-1cef-4cb2-bbbe-166963670c8c","https://s3.amazonaws.com/face-angle-images/852468f7-1cef-4cb2-bbbe-166963670c8c.jpg",""
20,38,false,false,false,"Male",false,false,true,false,-3.013584613800049,33.717105865478516,1.2444499731063843,"c91457af-4e99-440d-bbb6-cfdb361be8af","https://s3.amazonaws.com/face-angle-images/c91457af-4e99-440d-bbb6-cfdb361be8af.jpg",""
17,27,false,false,false,"Male",false,false,true,false,-2.864203929901123,29.49957847595215,-34.19319534301758,"6555f72c-632f-40cf-a9db-836fe7e11981","https://s3.amazonaws.com/face-angle-images/6555f72c-632f-40cf-a9db-836fe7e11981.jpg",""
38,59,false,false,false,"Male",false,false,true,false,-6.070222854614258,32.8364372253418,-11.13631534576416,"3d37b18b-2eeb-42c3-9809-ce9c66dde4aa","https://s3.amazonaws.com/face-angle-images/3d37b18b-2eeb-42c3-9809-ce9c66dde4aa.jpg",""
26,43,false,false,false,"Male",false,false,true,false,-4.133743762969971,32.62240219116211,-41.88215637207031,"7c40fa09-09ce-4484-93b3-82bf65fdc239","https://s3.amazonaws.com/face-angle-images/7c40fa09-09ce-4484-93b3-82bf65fdc239.jpg",""
19,36,false,false,false,"Male",false,false,true,false,-3.748318672180176,35.247779846191406,-44.12826156616211,"9e5c2391-9a16-4e9d-802b-0179f68ff100","https://s3.amazonaws.com/face-angle-images/9e5c2391-9a16-4e9d-802b-0179f68ff100.jpg",""
48,68,true,false,false,"Male",false,false,true,true,0.3889622390270233,40.7470817565918,0.2068517506122589,"bec6e720-35cf-4607-a53a-0f5034e6cec2","https://s3.amazonaws.com/face-angle-images/bec6e720-35cf-4607-a53a-0f5034e6cec2.jpg",""
19,36,false,false,false,"Male",false,false,false,false,-7.458601951599121,-38.68199920654297,49.129432678222656,"efd843d1-c802-4778-a6d3-2a7214236f64","https://s3.amazonaws.com/face-angle-images/efd843d1-c802-4778-a6d3-2a7214236f64.jpg",""
23,38,false,false,false,"Male",false,false,true,false,0.8960826396942139,-63.94538497924805,1.7562470436096191,"bfe68fdd-8db8-43e7-ba09-6ddb9081b086","https://s3.amazonaws.com/face-angle-images/bfe68fdd-8db8-43e7-ba09-6ddb9081b086.jpg",""
17,27,false,false,false,"Male",false,false,false,false,-5.8919548988342285,-33.07152557373047,43.68925476074219,"f4e9fcc0-75ff-4f5d-948f-4fd0e14b08d0","https://s3.amazonaws.com/face-angle-images/f4e9fcc0-75ff-4f5d-948f-4fd0e14b08d0.jpg","|CALM"
19,36,false,false,false,"Male",false,false,false,false,-11.9479398727417,-51.658199310302734,38.45219039916992,"913d4084-daf1-4e17-9feb-57ff28fd27a7","https://s3.amazonaws.com/face-angle-images/913d4084-daf1-4e17-9feb-57ff28fd27a7.jpg","|CALM"
20,38,false,false,false,"Male",false,false,true,false,-4.5568695068359375,-44.00224685668945,39.636234283447266,"c3bc4e0b-1f35-43d0-b190-ac22418cf343","https://s3.amazonaws.com/face-angle-images/c3bc4e0b-1f35-43d0-b190-ac22418cf343.jpg","|CALM"
26,43,false,false,false,"Male",false,false,true,false,6.174341201782227,-16.86554527282715,30.208091735839844,"209a3e80-9526-427e-b9e6-0e9568eeace3","https://s3.amazonaws.com/face-angle-images/209a3e80-9526-427e-b9e6-0e9568eeace3.jpg",""
26,43,false,false,false,"Male",false,false,true,false,7.989302635192871,-16.271272659301758,26.21754264831543,"f56f43a5-0d08-42ff-a1bb-fe83732fe337","https://s3.amazonaws.com/face-angle-images/f56f43a5-0d08-42ff-a1bb-fe83732fe337.jpg",""
30,47,false,false,false,"Male",false,false,true,false,4.623421669006348,-19.08940887451172,-8.70411491394043,"65ac52aa-3dbe-4c63-9777-4d4515fe783c","https://s3.amazonaws.com/face-angle-images/65ac52aa-3dbe-4c63-9777-4d4515fe783c.jpg",""
35,52,false,false,false,"Male",false,false,true,false,6.799377918243408,-29.41938018798828,15.591732025146484,"2dd8ccee-040c-45c2-8409-2e9049bb5926","https://s3.amazonaws.com/face-angle-images/2dd8ccee-040c-45c2-8409-2e9049bb5926.jpg",""
20,38,false,false,false,"Male",false,false,true,false,7.424170017242432,-29.456615447998047,-20.92967987060547,"31dfa17e-009f-4919-b07b-1728890667e9","https://s3.amazonaws.com/face-angle-images/31dfa17e-009f-4919-b07b-1728890667e9.jpg","|CALM"
30,47,false,false,false,"Male",false,false,true,false,6.5796284675598145,-15.483914375305176,5.951605796813965,"83f14670-8425-4288-96d3-3cedd2727556","https://s3.amazonaws.com/face-angle-images/83f14670-8425-4288-96d3-3cedd2727556.jpg",""
23,38,false,false,false,"Male",false,false,true,false,3.114325523376465,-21.274097442626953,-31.67323112487793,"b00c176d-d77c-4138-8bf0-20a2993ddfa9","https://s3.amazonaws.com/face-angle-images/b00c176d-d77c-4138-8bf0-20a2993ddfa9.jpg","|CALM"
20,38,false,false,false,"Male",false,false,true,false,14.378743171691895,-37.679222106933594,-39.177249908447266,"a759a380-db44-4419-97a5-bce985baf1ba","https://s3.amazonaws.com/face-angle-images/a759a380-db44-4419-97a5-bce985baf1ba.jpg","|CALM"
23,38,false,false,false,"Male",false,false,true,false,18.412578582763672,34.991634368896484,54.36378860473633,"7084051e-f485-4d43-928f-360dc14199a4","https://s3.amazonaws.com/face-angle-images/7084051e-f485-4d43-928f-360dc14199a4.jpg",""
20,38,false,false,false,"Male",false,false,true,false,9.450084686279297,-30.291027069091797,-31.847257614135742,"5e275951-e912-4e3e-bfb7-6fd8ba2bdb98","https://s3.amazonaws.com/face-angle-images/5e275951-e912-4e3e-bfb7-6fd8ba2bdb98.jpg","|CALM"
20,38,false,false,false,"Male",false,false,true,false,5.781549453735352,30.36890983581543,48.447628021240234,"1b3474ae-da8d-439b-be05-7f2d0c8a65cf","https://s3.amazonaws.com/face-angle-images/1b3474ae-da8d-439b-be05-7f2d0c8a65cf.jpg",""
23,38,false,false,false,"Male",false,false,true,false,12.927450180053711,38.14126205444336,51.48291778564453,"bdcdf91f-52f5-4a38-8826-1c6503de91bf","https://s3.amazonaws.com/face-angle-images/bdcdf91f-52f5-4a38-8826-1c6503de91bf.jpg",""
26,43,false,false,false,"Male",false,false,true,false,5.333095550537109,24.374725341796875,36.332393646240234,"f129e636-a96a-40ef-b95c-33e5fe0bf77d","https://s3.amazonaws.com/face-angle-images/f129e636-a96a-40ef-b95c-33e5fe0bf77d.jpg",""
14,25,false,false,false,"Male",false,false,true,false,5.6743340492248535,27.219024658203125,41.632232666015625,"9fe8f084-ecbc-4652-9d18-6c999539bf21","https://s3.amazonaws.com/face-angle-images/9fe8f084-ecbc-4652-9d18-6c999539bf21.jpg",""
26,43,false,false,false,"Male",false,false,true,false,-0.873790442943573,24.73192024230957,-4.324840068817139,"1568972b-a855-4e05-bbb6-fe0ce6404b67","https://s3.amazonaws.com/face-angle-images/1568972b-a855-4e05-bbb6-fe0ce6404b67.jpg",""
35,52,false,false,false,"Male",false,false,true,false,-6.2112932205200195,29.08555030822754,-17.15581512451172,"6ea4a5e7-f5e7-40a1-9122-902c56763068","https://s3.amazonaws.com/face-angle-images/6ea4a5e7-f5e7-40a1-9122-902c56763068.jpg",""
26,43,false,false,false,"Male",false,false,true,true,1.1196763515472412,20.67963981628418,28.2166690826416,"a81b386c-8b5f-4bf5-9b87-b3ed4f881796","https://s3.amazonaws.com/face-angle-images/a81b386c-8b5f-4bf5-9b87-b3ed4f881796.jpg",""
38,57,false,false,false,"Male",false,false,true,false,-8.257245063781738,27.067075729370117,-42.77287673950195,"a05b917f-0178-40ce-b86e-db46d0ccc8da","https://s3.amazonaws.com/face-angle-images/a05b917f-0178-40ce-b86e-db46d0ccc8da.jpg","|DISGUSTED"
35,52,false,false,false,"Male",false,false,true,false,-9.642739295959473,25.729568481445312,-35.34089279174805,"59ba4ae1-3f99-4828-9ebe-d606c46eb338","https://s3.amazonaws.com/face-angle-images/59ba4ae1-3f99-4828-9ebe-d606c46eb338.jpg","|DISGUSTED"
20,38,false,false,false,"Male",false,false,true,false,-16.674406051635742,37.8654899597168,-48.92472839355469,"9fef78d6-f17a-4792-bed3-26a6d368b4ba","https://s3.amazonaws.com/face-angle-images/9fef78d6-f17a-4792-bed3-26a6d368b4ba.jpg",""
26,43,false,false,false,"Male",false,false,true,false,-10.175322532653809,32.59491729736328,-45.89363098144531,"9de62bd3-eb7f-4591-a4c4-50f983fe5a80","https://s3.amazonaws.com/face-angle-images/9de62bd3-eb7f-4591-a4c4-50f983fe5a80.jpg",""
38,59,true,false,false,"Female",false,false,false,true,0.28090524673461914,39.83967208862305,-0.6435752511024475,"42a52013-d757-434a-b5fc-6438475fa158","https://s3.amazonaws.com/face-angle-images/42a52013-d757-434a-b5fc-6438475fa158.jpg",""
20,38,false,false,false,"Female",false,false,false,false,17.608142852783203,-14.04737377166748,74.69645690917969,"02891a95-595e-44e7-8533-a122283dd9f7","https://s3.amazonaws.com/face-angle-images/02891a95-595e-44e7-8533-a122283dd9f7.jpg","|SAD"
20,38,true,false,false,"Female",false,false,true,false,-1.529435157775879,-16.670379638671875,-7.691600322723389,"557000db-92e7-4c7d-b07d-a2413eeb2b13","https://s3.amazonaws.com/face-angle-images/557000db-92e7-4c7d-b07d-a2413eeb2b13.jpg",""
20,38,false,false,false,"Female",false,false,false,false,12.027748107910156,-12.793112754821777,62.30006790161133,"143820b7-2c04-493d-9fc4-5bdffd3635cd","https://s3.amazonaws.com/face-angle-images/143820b7-2c04-493d-9fc4-5bdffd3635cd.jpg",""
20,38,false,false,false,"Female",false,false,true,false,-9.15860652923584,-35.39995193481445,54.58677291870117,"018a6c90-769d-4c80-afc5-8852a25e1296","https://s3.amazonaws.com/face-angle-images/018a6c90-769d-4c80-afc5-8852a25e1296.jpg",""
26,43,false,false,false,"Female",false,false,true,false,8.236108779907227,-5.629696369171143,33.094154357910156,"50ce7ef2-4ef2-4a4e-bfcc-ae96190fe982","https://s3.amazonaws.com/face-angle-images/50ce7ef2-4ef2-4a4e-bfcc-ae96190fe982.jpg",""
26,43,false,false,false,"Male",false,false,true,false,-2.984187602996826,20.623037338256836,20.206146240234375,"5a4d5443-0a86-40ce-ab09-de80f1befc3b","https://s3.amazonaws.com/face-angle-images/5a4d5443-0a86-40ce-ab09-de80f1befc3b.jpg",""
17,27,false,false,false,"Male",false,false,true,false,7.041478633880615,0.05671487748622894,23.418447494506836,"14411479-0f95-4711-aeba-75ff6fdb544d","https://s3.amazonaws.com/face-angle-images/14411479-0f95-4711-aeba-75ff6fdb544d.jpg",""
38,59,false,false,false,"Female",false,false,true,false,1.9596757888793945,-7.60526704788208,11.006814956665039,"11fdaf24-c830-45ea-93d3-14c4d6ed8e90","https://s3.amazonaws.com/face-angle-images/11fdaf24-c830-45ea-93d3-14c4d6ed8e90.jpg",""
17,27,false,false,false,"Male",false,false,false,false,1.686258316040039,-34.61000442504883,-20.359237670898438,"4f47f300-76ac-485a-843b-7b58efd87736","https://s3.amazonaws.com/face-angle-images/4f47f300-76ac-485a-843b-7b58efd87736.jpg",""
35,52,false,false,false,"Female",false,false,true,false,0.615420937538147,2.17950439453125,14.561352729797363,"459e75e3-7f12-4f83-ae6a-f5c34b58f2f5","https://s3.amazonaws.com/face-angle-images/459e75e3-7f12-4f83-ae6a-f5c34b58f2f5.jpg",""
17,27,false,false,false,"Male",false,false,true,false,-4.586013317108154,-10.60693645477295,-16.411624908447266,"097150e8-176f-41da-81b0-7b3bbbbaa44d","https://s3.amazonaws.com/face-angle-images/097150e8-176f-41da-81b0-7b3bbbbaa44d.jpg",""
20,38,false,false,false,"Male",false,false,true,false,-7.697524547576904,-0.6516095399856567,-36.997066497802734,"d3b671d1-95c3-4049-9d98-465a64c99b90","https://s3.amazonaws.com/face-angle-images/d3b671d1-95c3-4049-9d98-465a64c99b90.jpg","|CALM"
4,9,false,false,false,"Male",false,false,true,false,-14.462318420410156,-5.665910720825195,-52.20236587524414,"0039a6d8-ad34-4712-a457-eac6f1172e7b","https://s3.amazonaws.com/face-angle-images/0039a6d8-ad34-4712-a457-eac6f1172e7b.jpg",""
10,15,false,false,false,"Female",false,false,true,false,-29.270294189453125,2.363955020904541,-58.7549934387207,"3f3194c1-7ec6-4482-8a84-07fd25b4bb1b","https://s3.amazonaws.com/face-angle-images/3f3194c1-7ec6-4482-8a84-07fd25b4bb1b.jpg",""
26,43,false,false,false,"Female",false,false,true,false,-8.69364070892334,12.6416597366333,61.784427642822266,"3e134c2f-ea02-4a8b-a935-884a12ff6777","https://s3.amazonaws.com/face-angle-images/3e134c2f-ea02-4a8b-a935-884a12ff6777.jpg",""
20,38,false,false,false,"Female",false,false,true,false,-8.208081245422363,24.102609634399414,46.06209945678711,"0d1e6a93-9eed-4c9d-ac38-a3189e719c53","https://s3.amazonaws.com/face-angle-images/0d1e6a93-9eed-4c9d-ac38-a3189e719c53.jpg","|CALM"
26,43,false,false,false,"Female",false,false,true,false,-10.492073059082031,22.128881454467773,49.548030853271484,"c3d81525-7c09-4aab-b02c-d37ad5d3dc88","https://s3.amazonaws.com/face-angle-images/c3d81525-7c09-4aab-b02c-d37ad5d3dc88.jpg",""
26,43,false,false,false,"Female",false,false,true,true,-5.781895160675049,17.93262481689453,29.685401916503906,"7440bcd4-fa6e-420d-b8ef-308fb7f4a0a8","https://s3.amazonaws.com/face-angle-images/7440bcd4-fa6e-420d-b8ef-308fb7f4a0a8.jpg",""
35,52,false,false,false,"Female",false,false,true,true,-8.826574325561523,19.436368942260742,44.56450271606445,"73fc13c7-b058-4574-aa22-ca061d2f8645","https://s3.amazonaws.com/face-angle-images/73fc13c7-b058-4574-aa22-ca061d2f8645.jpg","|ANGRY"
26,43,false,false,false,"Female",false,false,true,true,-4.650986671447754,21.24883460998535,16.82014274597168,"8b7abd83-d1e5-4a8e-98fb-c537e03f65c9","https://s3.amazonaws.com/face-angle-images/8b7abd83-d1e5-4a8e-98fb-c537e03f65c9.jpg",""
26,43,false,false,false,"Female",false,false,true,false,-4.930933475494385,34.15220260620117,-41.341522216796875,"08888efa-4e7f-4ce8-a0a8-35bd4cd78a45","https://s3.amazonaws.com/face-angle-images/08888efa-4e7f-4ce8-a0a8-35bd4cd78a45.jpg",""
20,38,false,false,false,"Female",false,false,true,false,-45.02872848510742,14.625646591186523,-68.23085021972656,"2e1bfb3f-95cf-4965-8196-0dd11dc18e40","https://s3.amazonaws.com/face-angle-images/2e1bfb3f-95cf-4965-8196-0dd11dc18e40.jpg",""
26,43,false,false,false,"Female",false,false,true,false,-2.630591869354248,33.052337646484375,-44.19302749633789,"6ac80758-0abd-4129-a666-0d03cf909d5d","https://s3.amazonaws.com/face-angle-images/6ac80758-0abd-4129-a666-0d03cf909d5d.jpg",""
12,22,false,false,false,"Female",false,false,true,false,-5.982766151428223,34.58830261230469,5.552293300628662,"7de1d823-500a-41bb-8e66-9f81b758a9a9","https://s3.amazonaws.com/face-angle-images/7de1d823-500a-41bb-8e66-9f81b758a9a9.jpg","|CALM"
26,43,false,false,false,"Female",false,false,true,true,-1.8412189483642578,29.094772338867188,-6.051253318786621,"135f4820-aff4-4b49-b6fb-050e1b9ccbfa","https://s3.amazonaws.com/face-angle-images/135f4820-aff4-4b49-b6fb-050e1b9ccbfa.jpg",""
20,38,false,false,false,"Female",false,false,true,true,-3.2758095264434814,28.48016357421875,-13.839399337768555,"3c7a6b5e-e1bf-4fd4-ba56-33179e290f14","https://s3.amazonaws.com/face-angle-images/3c7a6b5e-e1bf-4fd4-ba56-33179e290f14.jpg",""
26,43,false,false,false,"Female",false,false,true,true,-5.701280117034912,29.48458480834961,-29.29654884338379,"063ae16c-8cc7-403e-b86f-4a85f18e8416","https://s3.amazonaws.com/face-angle-images/063ae16c-8cc7-403e-b86f-4a85f18e8416.jpg","|SAD"
35,55,false,false,false,"Female",false,false,true,true,-6.804834842681885,33.45335388183594,-35.84967041015625,"6741052b-b4d1-48dc-8a43-2635a3ca5aeb","https://s3.amazonaws.com/face-angle-images/6741052b-b4d1-48dc-8a43-2635a3ca5aeb.jpg",""
17,27,false,false,false,"Female",false,false,true,true,-5.745816707611084,18.654369354248047,22.158445358276367,"2dfb5faa-133e-4044-862b-c333e5b96c6b","https://s3.amazonaws.com/face-angle-images/2dfb5faa-133e-4044-862b-c333e5b96c6b.jpg",""
11,18,false,false,false,"Female",false,false,true,true,22.785226821899414,-4.449206829071045,75.07041931152344,"8557c38f-6982-4481-9f6f-d2ae043cb340","https://s3.amazonaws.com/face-angle-images/8557c38f-6982-4481-9f6f-d2ae043cb340.jpg",""
26,43,false,false,false,"Female",false,false,false,true,2.0457570552825928,-24.793685913085938,65.73814392089844,"ed5850fa-23fe-4e38-8001-844a0a77d60f","https://s3.amazonaws.com/face-angle-images/ed5850fa-23fe-4e38-8001-844a0a77d60f.jpg",""
26,43,false,false,false,"Female",false,false,false,false,4.591954708099365,-0.4148010313510895,14.841440200805664,"40427581-9849-451e-b87d-3b755a6c5ff0","https://s3.amazonaws.com/face-angle-images/40427581-9849-451e-b87d-3b755a6c5ff0.jpg",""
26,43,false,false,false,"Female",false,false,true,false,3.2338485717773438,-6.554054260253906,36.91034698486328,"403370a6-7fd6-4c6e-9af4-197ef1e3273d","https://s3.amazonaws.com/face-angle-images/403370a6-7fd6-4c6e-9af4-197ef1e3273d.jpg",""
35,52,true,false,false,"Female",false,false,true,false,0.015933457762002945,-20.648710250854492,-1.8119735717773438,"076832d2-21f8-4086-8608-530ee5f6197e","https://s3.amazonaws.com/face-angle-images/076832d2-21f8-4086-8608-530ee5f6197e.jpg",""
30,47,true,false,false,"Female",false,false,false,false,-0.7489349842071533,-45.8310546875,-0.7684845924377441,"9b7b9a1c-7c7c-4ff1-b6fe-aae7cc6a2161","https://s3.amazonaws.com/face-angle-images/9b7b9a1c-7c7c-4ff1-b6fe-aae7cc6a2161.jpg",""
26,44,false,false,false,"Female",false,false,true,false,-1.0318611860275269,-18.941064834594727,-16.827648162841797,"40b7bd66-a4c2-4619-95c8-966f5a735be8","https://s3.amazonaws.com/face-angle-images/40b7bd66-a4c2-4619-95c8-966f5a735be8.jpg","|SAD"
23,38,false,false,false,"Female",false,false,true,false,-4.242778301239014,-9.561779975891113,-34.75065231323242,"935eb46a-2ab6-4ba3-ab08-2cc1a2234eaf","https://s3.amazonaws.com/face-angle-images/935eb46a-2ab6-4ba3-ab08-2cc1a2234eaf.jpg","|SAD"
35,52,false,false,false,"Female",false,false,true,false,-0.005272034090012312,-33.484336853027344,46.414981842041016,"77da962a-cad5-4558-a586-a13718eed0e4","https://s3.amazonaws.com/face-angle-images/77da962a-cad5-4558-a586-a13718eed0e4.jpg",""
20,38,false,false,false,"Female",false,false,false,false,-5.1807169914245605,-15.697066307067871,-43.11967468261719,"2abbeb60-4ef9-4e59-9188-78b39f2ebcf0","https://s3.amazonaws.com/face-angle-images/2abbeb60-4ef9-4e59-9188-78b39f2ebcf0.jpg","|SAD"
26,43,false,false,false,"Female",false,false,false,true,-18.9835205078125,-5.063478469848633,-65.94001007080078,"a76cf98f-cf47-43ad-9737-e75a78b3fd25","https://s3.amazonaws.com/face-angle-images/a76cf98f-cf47-43ad-9737-e75a78b3fd25.jpg",""
23,38,true,false,false,"Female",false,false,false,true,-40.52389144897461,10.7354736328125,-66.18418884277344,"4e78b108-5166-4b9a-9811-d2fe5dbaa44b","https://s3.amazonaws.com/face-angle-images/4e78b108-5166-4b9a-9811-d2fe5dbaa44b.jpg",""
26,43,false,false,false,"Female",false,false,false,false,-11.178606033325195,13.050938606262207,67.04127502441406,"f6ba0d8e-a63b-43c2-abd6-4176baf05e6b","https://s3.amazonaws.com/face-angle-images/f6ba0d8e-a63b-43c2-abd6-4176baf05e6b.jpg",""
27,44,false,false,false,"Female",false,false,true,false,-8.184141159057617,23.699140548706055,40.25080108642578,"01d91215-f783-43c7-bc1f-032f8841cebe","https://s3.amazonaws.com/face-angle-images/01d91215-f783-43c7-bc1f-032f8841cebe.jpg",""
35,52,false,false,false,"Male",false,false,true,true,-6.885603427886963,22.093631744384766,26.22216033935547,"ad243f8e-591f-49d9-b5e3-bb865423734d","https://s3.amazonaws.com/face-angle-images/ad243f8e-591f-49d9-b5e3-bb865423734d.jpg",""
30,47,false,false,false,"Female",false,false,true,false,-5.7296624183654785,29.00971794128418,52.840553283691406,"6a75fdcc-3819-4bdc-a160-e52118b4d79a","https://s3.amazonaws.com/face-angle-images/6a75fdcc-3819-4bdc-a160-e52118b4d79a.jpg",""
26,43,false,false,false,"Male",false,false,true,false,-5.697841167449951,24.719926834106445,4.71256685256958,"fe968067-c7d5-46fd-9fbb-08d4434c718a","https://s3.amazonaws.com/face-angle-images/fe968067-c7d5-46fd-9fbb-08d4434c718a.jpg",""
26,43,true,false,false,"Male",false,false,true,false,-6.426216125488281,23.78154945373535,13.40015697479248,"b36a56d8-da22-4da9-b89e-a3ea6cd9e6d9","https://s3.amazonaws.com/face-angle-images/b36a56d8-da22-4da9-b89e-a3ea6cd9e6d9.jpg",""
30,47,false,false,false,"Female",false,false,true,false,-4.536691665649414,28.00071144104004,-4.39972448348999,"87c8fd0b-6ced-46ff-bd82-0eff73a4b6fd","https://s3.amazonaws.com/face-angle-images/87c8fd0b-6ced-46ff-bd82-0eff73a4b6fd.jpg","|CALM"
16,27,true,false,false,"Female",false,false,false,false,-12.296597480773926,-4.440798759460449,-53.12042999267578,"e992364e-e896-4028-8d36-6bb8cf145477","https://s3.amazonaws.com/face-angle-images/e992364e-e896-4028-8d36-6bb8cf145477.jpg","|SAD"
35,52,false,false,false,"Female",false,false,true,true,-5.794551849365234,29.21138572692871,-31.310651779174805,"f59c6a13-2886-474f-a22b-d38694f43bc1","https://s3.amazonaws.com/face-angle-images/f59c6a13-2886-474f-a22b-d38694f43bc1.jpg",""
